Date TempAvgFHumidity AvgPercent VisibilityAvgMiles WindAvgMPH DailyIncome
2014-02-24,66.0,65.0,9.0,4.0,49.1
2014-02-25,62.0,85.0,4.0,5.0,49.7
2014-02-26,44.0,63.0,8.0,8.0,37.8
2014-02-27,45.0,56.0,10.0,3.0,37.0
2014-02-28,62.0,60.0,10.0,6.0,46.6
2014-03-01,68.0,74.0,7.0,5.0,51.4
2014-03-02,51.0,79.0,8.0,10.0,44.7
2014-03-03,36.0,56.0,9.0,10.0,32.9
2014-03-04,40.0,72.0,8.0,4.0,37.2
2014-03-05,46.0,76.0,7.0,3.0,40.6
2014-03-06,54.0,62.0,8.0,4.0,42.2
2014-03-07,53.0,65.0,9.0,6.0,42.8
2014-03-08,52.0,88.0,3.0,4.0,44.9
2014-03-09,49.0,71.0,9.0,5.0,41.9
2014-03-10,61.0,69.0,9.0,3.0,47.3
2014-03-11,70.0,66.0,9.0,5.0,51.4
2014-03-12,60.0,36.0,10.0,11.0,41.3
2014-03-13,52.0,35.0,10.0,4.0,36.4
2014-03-14,62.0,68.0,10.0,5.0,48.1
2014-03-15,68.0,81.0,5.0,4.0,52.1
2014-03-16,56.0,66.0,10.0,11.0,45.3
2014-03-17,55.0,36.0,10.0,6.0,38.3
2014-03-18,65.0,49.0,10.0,8.0,46.1
2014-03-19,62.0,52.0,9.0,6.0,44.7
2014-03-20,59.0,52.0,10.0,2.0,43.1
2014-03-21,67.0,69.0,8.0,7.0,50.4
2014-03-22,69.0,80.0,7.0,4.0,53.0
2014-03-23,54.0,62.0,10.0,9.0,43.3
2014-03-24,58.0,58.0,10.0,3.0,43.9
2014-03-25,57.0,61.0,10.0,5.0,44.2
2014-03-26,60.0,57.0,10.0,10.0,45.4
2014-03-27,72.0,78.0,7.0,8.0,54.5
2014-03-28,76.0,64.0,8.0,5.0,53.7
2014-03-29,64.0,43.0,10.0,5.0,44.1
2014-03-30,62.0,56.0,10.0,8.0,46.0
2014-03-31,73.0,65.0,10.0,9.0,53.4
2014-04-01,76.0,71.0,8.0,8.0,55.4
2014-04-02,76.0,78.0,9.0,9.0,57.2
2014-04-03,77.0,74.0,8.0,7.0,56.4
2014-04-04,64.0,58.0,10.0,8.0,47.4
2014-04-05,60.0,48.0,10.0,4.0,43.0
2014-04-06,57.0,76.0,7.0,5.0,46.3
2014-04-07,62.0,69.0,9.0,3.0,47.8
2014-04-08,64.0,57.0,10.0,8.0,47.2
2014-04-09,65.0,51.0,10.0,6.0,46.3
2014-04-10,72.0,59.0,10.0,10.0,51.8
2014-04-11,73.0,65.0,10.0,8.0,53.3
2014-04-12,75.0,66.0,10.0,10.0,54.7
2014-04-13,73.0,79.0,9.0,7.0,55.7
2014-04-14,58.0,65.0,8.0,10.0,45.4
2014-04-15,52.0,39.0,10.0,4.0,37.2
2014-04-16,57.0,56.0,10.0,7.0,43.4
2014-04-17,62.0,85.0,7.0,4.0,50.5
2014-04-18,69.0,68.0,6.0,2.0,50.1
2014-04-19,66.0,68.0,9.0,5.0,49.8
2014-04-20,68.0,77.0,8.0,6.0,52.4
2014-04-21,74.0,72.0,9.0,5.0,54.6
2014-04-22,75.0,61.0,10.0,3.0,53.0
2014-04-23,73.0,68.0,10.0,7.0,53.8
2014-04-24,78.0,63.0,10.0,5.0,55.1
2014-04-25,76.0,51.0,10.0,6.0,51.8
2014-04-26,77.0,73.0,6.0,8.0,55.7
2014-04-27,85.0,51.0,6.0,6.0,55.1
2014-04-28,80.0,39.0,10.0,4.0,51.2
2014-04-29,72.0,36.0,10.0,7.0,46.9
2014-04-30,66.0,32.0,10.0,6.0,43.0
2014-05-01,65.0,39.0,10.0,3.0,43.6
2014-05-02,70.0,33.0,10.0,3.0,44.9
2014-05-03,76.0,27.0,10.0,4.0,46.8
2014-05-04,76.0,27.0,10.0,7.0,47.1
2014-05-05,76.0,61.0,10.0,8.0,54.0
2014-05-06,76.0,66.0,10.0,9.0,55.1
2014-05-07,79.0,65.0,10.0,9.0,56.4
2014-05-08,79.0,75.0,6.0,8.0,57.1
2014-05-09,76.0,69.0,5.0,5.0,53.8
2014-05-10,76.0,71.0,10.0,6.0,55.8
2014-05-11,83.0,63.0,9.0,10.0,57.8
2014-05-12,72.0,87.0,5.0,7.0,55.6
2014-05-13,61.0,73.0,8.0,8.0,48.3
2014-05-14,64.0,57.0,10.0,7.0,47.1
2014-05-15,65.0,55.0,10.0,3.0,46.8
2014-05-16,74.0,40.0,10.0,7.0,48.7
2014-05-17,73.0,58.0,10.0,9.0,52.0
2014-05-18,74.0,67.0,10.0,8.0,54.2
2014-05-19,76.0,65.0,10.0,10.0,55.0
2014-05-20,78.0,63.0,10.0,9.0,55.5
2014-05-21,80.0,61.0,10.0,8.0,56.0
2014-05-22,79.0,70.0,10.0,7.0,57.2
2014-05-23,78.0,69.0,8.0,6.0,55.8
2014-05-24,78.0,79.0,9.0,7.0,58.2
2014-05-25,80.0,66.0,10.0,6.0,56.8
2014-05-26,70.0,83.0,8.0,5.0,54.5
2014-05-27,68.0,86.0,6.0,3.0,53.3
2014-05-28,76.0,74.0,7.0,4.0,55.3
2014-05-29,78.0,66.0,10.0,2.0,55.4
2014-05-30,81.0,60.0,10.0,3.0,55.8
2014-05-31,82.0,63.0,10.0,3.0,56.9
2014-06-01,80.0,69.0,8.0,4.0,56.6
2014-06-02,83.0,67.0,10.0,7.0,58.6
2014-06-03,83.0,67.0,10.0,6.0,58.5
2014-06-04,83.0,70.0,10.0,7.0,59.2
2014-06-05,83.0,72.0,10.0,7.0,59.6
2014-06-06,83.0,70.0,10.0,7.0,59.2
2014-06-07,83.0,71.0,10.0,7.0,59.4
2014-06-08,83.0,67.0,10.0,7.0,58.6
2014-06-09,77.0,78.0,8.0,4.0,56.9
2014-06-10,78.0,64.0,10.0,3.0,55.1
2014-06-11,80.0,64.0,10.0,5.0,56.3
2014-06-12,80.0,68.0,9.0,8.0,57.1
2014-06-13,79.0,75.0,-,4.0,57.9
2014-06-14,92.0,77.0,-,6.0,65.0
2014-06-15,83.0,-,-,9.0,56.2
2014-06-16,84.0,72.0,-,8.0,60.2
2014-06-17,84.0,69.0,10.0,9.0,59.7
2014-06-18,85.0,68.0,9.0,9.0,59.7
2014-06-19,84.0,68.0,10.0,6.0,59.2
2014-06-20,83.0,69.0,10.0,5.0,58.8
2014-06-21,84.0,72.0,10.0,6.0,60.0
2014-06-22,83.0,70.0,9.0,8.0,59.0
2014-06-23,78.0,75.0,8.0,4.0,56.8
2014-06-24,84.0,72.0,9.0,4.0,59.5
2014-06-25,80.0,77.0,8.0,5.0,58.3
2014-06-26,80.0,76.0,10.0,7.0,58.9
2014-06-27,83.0,69.0,10.0,8.0,59.1
2014-06-28,86.0,69.0,10.0,9.0,60.7
2014-06-29,86.0,69.0,9.0,9.0,60.4
2014-06-30,87.0,64.0,9.0,8.0,59.8
2014-07-01,86.0,64.0,10.0,6.0,59.4
2014-07-02,85.0,64.0,10.0,4.0,58.7
2014-07-03,84.0,62.0,10.0,3.0,57.7
2014-07-04,82.0,67.0,10.0,4.0,57.8
2014-07-05,82.0,70.0,10.0,4.0,58.4
2014-07-06,84.0,72.0,8.0,5.0,59.3
2014-07-07,85.0,61.0,10.0,5.0,58.2
2014-07-08,86.0,63.0,10.0,7.0,59.3
2014-07-09,85.0,59.0,10.0,6.0,57.9
2014-07-10,84.0,64.0,10.0,5.0,58.3
2014-07-11,83.0,60.0,10.0,5.0,57.0
2014-07-12,85.0,59.0,9.0,4.0,57.4
2014-07-13,87.0,63.0,10.0,4.0,59.5
2014-07-14,88.0,55.0,10.0,4.0,58.4
2014-07-15,83.0,71.0,10.0,3.0,59.0
2014-07-16,84.0,68.0,8.0,4.0,58.4
2014-07-17,82.0,77.0,7.0,5.0,59.0
2014-07-18,75.0,87.0,7.0,3.0,57.3
2014-07-19,78.0,76.0,9.0,2.0,57.1
2014-07-20,84.0,73.0,9.0,4.0,59.7
2014-07-21,87.0,70.0,9.0,6.0,60.8
2014-07-22,86.0,68.0,10.0,2.0,59.8
2014-07-23,86.0,66.0,9.0,3.0,59.2
2014-07-24,84.0,70.0,8.0,3.0,58.7
2014-07-25,86.0,63.0,10.0,5.0,59.1
2014-07-26,87.0,66.0,10.0,6.0,60.3
2014-07-27,87.0,64.0,10.0,6.0,59.9
2014-07-28,87.0,62.0,10.0,3.0,59.2
2014-07-29,87.0,63.0,10.0,4.0,59.5
2014-07-30,86.0,60.0,10.0,6.0,58.6
2014-07-31,87.0,64.0,10.0,4.0,59.7
2014-08-01,82.0,59.0,10.0,5.0,56.3
2014-08-02,79.0,70.0,10.0,3.0,56.8
2014-08-03,83.0,62.0,10.0,4.0,57.3
2014-08-04,83.0,66.0,9.0,3.0,57.7
2014-08-05,85.0,61.0,10.0,3.0,58.0
2014-08-06,88.0,64.0,10.0,5.0,60.3
2014-08-07,90.0,59.0,8.0,6.0,59.8
2014-08-08,89.0,60.0,10.0,6.0,60.1
2014-08-09,89.0,60.0,10.0,5.0,60.0
2014-08-10,89.0,58.0,10.0,4.0,59.5
2014-08-11,89.0,62.0,10.0,3.0,60.2
2014-08-12,87.0,62.0,10.0,4.0,59.3
2014-08-13,83.0,45.0,10.0,4.0,53.9
2014-08-14,84.0,50.0,10.0,4.0,55.4
2014-08-15,88.0,58.0,10.0,5.0,59.1
2014-08-16,91.0,57.0,10.0,7.0,60.6
2014-08-17,90.0,56.0,10.0,6.0,59.8
2014-08-18,90.0,59.0,10.0,7.0,60.5
2014-08-19,87.0,55.0,10.0,7.0,58.2
2014-08-20,90.0,57.0,10.0,8.0,60.2
2014-08-21,92.0,55.0,10.0,9.0,60.9
2014-08-22,91.0,55.0,10.0,8.0,60.3
2014-08-23,88.0,62.0,10.0,6.0,60.0
2014-08-24,89.0,59.0,10.0,5.0,59.8
2014-08-25,89.0,59.0,10.0,5.0,59.8
2014-08-26,89.0,52.0,10.0,4.0,58.3
2014-08-27,87.0,58.0,10.0,4.0,58.5
2014-08-28,88.0,61.0,10.0,5.0,59.7
2014-08-29,87.0,64.0,10.0,5.0,59.8
2014-08-30,85.0,69.0,10.0,4.0,59.7
2014-08-31,87.0,68.0,10.0,7.0,60.8
2014-09-01,90.0,62.0,10.0,8.0,61.2
2014-09-02,88.0,66.0,10.0,8.0,61.0
2014-09-03,88.0,61.0,10.0,6.0,59.8
2014-09-04,86.0,65.0,8.0,5.0,58.9
2014-09-05,87.0,63.0,10.0,4.0,59.5
2014-09-06,86.0,67.0,10.0,3.0,59.7
2014-09-07,82.0,78.0,8.0,3.0,59.3
2014-09-08,84.0,70.0,10.0,3.0,59.3
2014-09-09,86.0,63.0,10.0,6.0,59.2
2014-09-10,88.0,63.0,10.0,7.0,60.3
2014-09-11,89.0,60.0,10.0,5.0,60.0
2014-09-12,81.0,67.0,9.0,5.0,57.1
2014-09-13,63.0,92.0,5.0,5.0,51.9
2014-09-14,71.0,87.0,8.0,2.0,55.5
2014-09-15,79.0,76.0,9.0,2.0,57.6
2014-09-16,84.0,70.0,10.0,3.0,59.3
2014-09-17,83.0,75.0,9.0,3.0,59.5
2014-09-18,81.0,78.0,7.0,2.0,58.4
2014-09-19,80.0,85.0,8.0,3.0,59.7
2014-09-20,82.0,78.0,9.0,3.0,59.6
2014-09-21,81.0,71.0,10.0,3.0,58.0
2014-09-22,81.0,69.0,10.0,4.0,57.7
2014-09-23,76.0,57.0,10.0,3.0,52.7
2014-09-24,72.0,64.0,10.0,2.0,52.0
2014-09-25,73.0,74.0,10.0,3.0,54.6
2014-09-26,76.0,71.0,10.0,3.0,55.5
2014-09-27,74.0,78.0,10.0,2.0,55.8
2014-09-28,77.0,72.0,8.0,3.0,55.6
2014-09-29,78.0,68.0,10.0,2.0,55.8
2014-09-30,78.0,70.0,10.0,2.0,56.2
2014-10-01,84.0,68.0,10.0,5.0,59.1
2014-10-02,84.0,72.0,9.0,7.0,59.8
2014-10-03,75.0,44.0,10.0,7.0,50.0
2014-10-04,70.0,51.0,10.0,4.0,48.6
2014-10-05,75.0,69.0,10.0,6.0,54.9
2014-10-06,81.0,73.0,10.0,6.0,58.7
2014-10-07,83.0,67.0,9.0,5.0,58.1
2014-10-08,82.0,70.0,10.0,6.0,58.6
2014-10-09,84.0,69.0,10.0,7.0,59.5
2014-10-10,84.0,66.0,10.0,7.0,58.9
2014-10-11,69.0,85.0,7.0,5.0,54.1
2014-10-12,69.0,86.0,9.0,2.0,54.6
2014-10-13,69.0,63.0,10.0,10.0,51.1
2014-10-14,66.0,49.0,10.0,5.0,46.3
2014-10-15,72.0,46.0,10.0,2.0,48.4
2014-10-16,72.0,50.0,10.0,4.0,49.4
2014-10-17,74.0,69.0,10.0,3.0,54.1
2014-10-18,76.0,67.0,10.0,2.0,54.6
2014-10-19,74.0,74.0,10.0,2.0,55.0
2014-10-20,73.0,73.0,9.0,2.0,54.0
2014-10-21,71.0,61.0,9.0,3.0,50.7
2014-10-22,72.0,67.0,10.0,2.0,52.6
2014-10-23,75.0,64.0,10.0,2.0,53.5
2014-10-24,73.0,64.0,10.0,2.0,52.5
2014-10-25,75.0,62.0,10.0,2.0,53.1
2014-10-26,74.0,62.0,10.0,4.0,52.8
2014-10-27,74.0,67.0,10.0,6.0,54.0
2014-10-28,75.0,74.0,10.0,2.0,55.5
2014-10-29,73.0,68.0,10.0,3.0,53.4
2014-10-30,73.0,72.0,10.0,2.0,54.1
2014-10-31,66.0,60.0,9.0,7.0,48.4
2014-11-01,58.0,54.0,10.0,5.0,43.3
2014-11-02,62.0,61.0,10.0,6.0,46.8
2014-11-03,68.0,72.0,10.0,6.0,52.0
2014-11-04,67.0,87.0,8.0,5.0,53.8
2014-11-05,57.0,97.0,6.0,6.0,50.3
2014-11-06,59.0,75.0,10.0,4.0,47.9
2014-11-07,60.0,53.0,10.0,2.0,43.8
2014-11-08,62.0,67.0,10.0,4.0,47.8
2014-11-09,61.0,59.0,10.0,3.0,45.6
2014-11-10,63.0,70.0,10.0,6.0,49.1
2014-11-11,54.0,67.0,10.0,7.0,44.1
2014-11-12,44.0,50.0,10.0,9.0,35.9
2014-11-13,36.0,43.0,10.0,8.0,30.4
2014-11-14,38.0,44.0,10.0,3.0,31.1
2014-11-15,44.0,72.0,5.0,4.0,38.3
2014-11-16,42.0,91.0,4.0,6.0,41.0
2014-11-17,42.0,52.0,10.0,6.0,35.0
2014-11-18,43.0,51.0,10.0,2.0,34.9
2014-11-19,51.0,64.0,10.0,3.0,41.6
2014-11-20,57.0,85.0,8.0,3.0,48.2
2014-11-21,68.0,90.0,6.0,5.0,54.3
2014-11-22,63.0,97.0,6.0,7.0,53.4
2014-11-23,67.0,62.0,10.0,5.0,49.4
2014-11-24,53.0,47.0,10.0,5.0,39.4
2014-11-25,53.0,53.0,10.0,3.0,40.4
2014-11-26,60.0,40.0,10.0,3.0,41.3
2014-11-27,53.0,52.0,10.0,4.0,40.3
2014-11-28,57.0,62.0,10.0,4.0,44.3
2014-11-29,65.0,75.0,10.0,7.0,51.2
2014-11-30,72.0,71.0,10.0,7.0,53.9
2014-12-01,54.0,69.0,10.0,6.0,44.4
2014-12-02,45.0,63.0,10.0,4.0,38.5
2014-12-03,54.0,88.0,7.0,1.0,46.8
2014-12-04,62.0,94.0,3.0,3.0,51.0
2014-12-05,69.0,82.0,8.0,5.0,53.8
2014-12-06,62.0,72.0,10.0,6.0,49.0
2014-12-07,54.0,83.0,10.0,4.0,47.0
2014-12-08,58.0,69.0,10.0,3.0,46.1
2014-12-09,56.0,70.0,8.0,1.0,44.5
2014-12-10,57.0,75.0,9.0,1.0,46.3
2014-12-11,62.0,85.0,7.0,5.0,50.6
2014-12-12,65.0,78.0,10.0,5.0,51.6
2014-12-13,65.0,79.0,9.0,5.0,51.5
2014-12-14,68.0,82.0,9.0,6.0,53.7
2014-12-15,63.0,58.0,10.0,5.0,46.6
2014-12-16,55.0,47.0,10.0,5.0,40.4
2014-12-17,51.0,75.0,8.0,4.0,43.3
2014-12-18,55.0,92.0,4.0,3.0,47.4
2014-12-19,53.0,89.0,7.0,7.0,47.1
2014-12-20,52.0,82.0,9.0,3.0,45.4
2014-12-21,53.0,83.0,9.0,5.0,46.3
2014-12-22,67.0,63.0,10.0,5.0,49.6
2014-12-23,51.0,66.0,10.0,8.0,42.5
2014-12-24,46.0,62.0,10.0,6.0,39.0
2014-12-25,49.0,61.0,10.0,6.0,40.3
2014-12-26,64.0,83.0,9.0,5.0,51.8
2014-12-27,54.0,79.0,8.0,8.0,46.0
2014-12-28,40.0,71.0,10.0,4.0,37.6
2014-12-29,49.0,68.0,10.0,2.0,41.3
2014-12-30,43.0,87.0,6.0,6.0,41.3
2014-12-31,39.0,70.0,10.0,8.0,37.3
2015-01-01,37.0,82.0,3.0,5.0,36.3
2015-01-02,41.0,95.0,4.0,5.0,41.2
2015-01-03,51.0,74.0,8.0,3.0,43.0
2015-01-04,43.0,69.0,10.0,7.0,39.0
2015-01-05,41.0,54.0,10.0,4.0,34.7
2015-01-06,54.0,50.0,10.0,2.0,40.2
2015-01-07,41.0,54.0,10.0,9.0,35.2
2015-01-08,30.0,48.0,10.0,5.0,28.1
2015-01-09,36.0,62.0,10.0,6.0,34.0
2015-01-10,34.0,76.0,4.0,3.0,33.7
2015-01-11,42.0,90.0,7.0,3.0,41.4
2015-01-12,43.0,88.0,5.0,5.0,41.1
2015-01-13,39.0,83.0,7.0,7.0,38.9
2015-01-14,39.0,86.0,4.0,5.0,38.4
2015-01-15,49.0,68.0,9.0,4.0,41.2
2015-01-16,51.0,64.0,10.0,3.0,41.6
2015-01-17,54.0,63.0,10.0,3.0,42.9
2015-01-18,59.0,37.0,10.0,3.0,40.2
2015-01-19,56.0,59.0,10.0,3.0,43.1
2015-01-20,61.0,59.0,10.0,3.0,45.6
2015-01-21,53.0,84.0,5.0,6.0,45.4
2015-01-22,47.0,91.0,4.0,10.0,43.9
2015-01-23,45.0,77.0,8.0,6.0,40.9
2015-01-24,50.0,62.0,10.0,4.0,40.8
2015-01-25,57.0,53.0,10.0,6.0,42.7
2015-01-26,60.0,43.0,10.0,5.0,42.1
2015-01-27,67.0,47.0,10.0,6.0,46.5
2015-01-28,62.0,60.0,10.0,4.0,46.4
2015-01-29,66.0,68.0,10.0,4.0,50.0
2015-01-30,53.0,52.0,10.0,6.0,40.5
2015-01-31,56.0,80.0,5.0,4.0,45.9
2015-02-01,59.0,77.0,8.0,7.0,48.0
2015-02-02,41.0,48.0,10.0,6.0,33.7
2015-02-03,42.0,76.0,6.0,2.0,38.2
2015-02-04,49.0,92.0,5.0,2.0,44.6
2015-02-05,45.0,77.0,10.0,7.0,41.6
2015-02-06,49.0,69.0,10.0,3.0,41.6
2015-02-07,55.0,71.0,8.0,5.0,44.6
2015-02-08,68.0,72.0,10.0,6.0,52.0
2015-02-09,68.0,49.0,10.0,3.0,47.1
2015-02-10,64.0,57.0,10.0,4.0,46.8
2015-02-11,65.0,64.0,7.0,5.0,47.9
2015-02-12,53.0,51.0,10.0,7.0,40.4
2015-02-13,55.0,58.0,10.0,2.0,42.3
2015-02-14,63.0,60.0,10.0,3.0,46.8
2015-02-15,63.0,80.0,10.0,5.0,51.0
2015-02-16,51.0,79.0,8.0,9.0,44.6
2015-02-17,45.0,59.0,10.0,7.0,38.0
2015-02-18,49.0,56.0,10.0,4.0,39.1
2015-02-19,54.0,61.0,10.0,5.0,42.7
2015-02-20,65.0,72.0,10.0,9.0,50.8
2015-02-21,67.0,69.0,10.0,6.0,50.9
2015-02-22,47.0,80.0,8.0,7.0,42.6
2015-02-23,34.0,87.0,7.0,9.0,37.4
2015-02-24,34.0,84.0,8.0,4.0,36.6
2015-02-25,49.0,64.0,8.0,3.0,40.0
2015-02-26,43.0,74.0,10.0,7.0,40.0
2015-02-27,34.0,72.0,8.0,7.0,34.5
2015-02-28,34.0,93.0,5.0,5.0,37.6
2015-03-01,39.0,95.0,4.0,6.0,40.3
2015-03-02,42.0,95.0,5.0,4.0,41.9
2015-03-03,52.0,95.0,2.0,1.0,45.7
2015-03-04,52.0,95.0,4.0,6.0,46.8
2015-03-05,39.0,61.0,9.0,10.0,35.4
2015-03-06,42.0,54.0,10.0,2.0,35.0
2015-03-07,49.0,56.0,10.0,2.0,38.9
2015-03-08,51.0,69.0,3.0,3.0,40.5
2015-03-09,52.0,97.0,5.0,4.0,47.3
2015-03-10,57.0,78.0,10.0,4.0,47.5
2015-03-11,57.0,79.0,10.0,6.0,47.9
2015-03-12,63.0,73.0,10.0,5.0,49.6
2015-03-13,66.0,68.0,8.0,3.0,49.3
2015-03-14,66.0,61.0,10.0,6.0,48.8
2015-03-15,60.0,72.0,10.0,3.0,47.7
2015-03-16,65.0,73.0,9.0,3.0,50.1
2015-03-17,70.0,82.0,8.0,3.0,54.1
2015-03-18,71.0,74.0,10.0,4.0,53.7
2015-03-19,73.0,79.0,8.0,5.0,55.2
2015-03-20,64.0,89.0,6.0,4.0,52.0
2015-03-21,58.0,95.0,7.0,4.0,50.5
2015-03-22,68.0,75.0,10.0,4.0,52.4
2015-03-23,66.0,73.0,10.0,3.0,50.9
2015-03-24,71.0,72.0,10.0,7.0,53.6
2015-03-25,73.0,72.0,10.0,8.0,54.7
2015-03-26,62.0,62.0,9.0,10.0,47.1
2015-03-27,64.0,44.0,10.0,4.0,44.2
2015-03-28,66.0,54.0,10.0,5.0,47.3
2015-03-29,71.0,67.0,10.0,8.0,52.7
2015-03-30,72.0,76.0,10.0,5.0,54.7
2015-03-31,74.0,74.0,10.0,7.0,55.5
2015-04-01,76.0,71.0,9.0,7.0,55.6
2015-04-02,76.0,76.0,8.0,8.0,56.4
2015-04-03,76.0,67.0,8.0,7.0,54.5
2015-04-04,63.0,53.0,10.0,8.0,45.9
2015-04-05,64.0,78.0,5.0,4.0,49.5
2015-04-06,75.0,76.0,8.0,7.0,55.8
2015-04-07,78.0,71.0,10.0,8.0,57.0
2015-04-08,74.0,81.0,9.0,8.0,56.7
2015-04-09,79.0,73.0,9.0,7.0,57.5
2015-04-10,65.0,70.0,10.0,5.0,50.0
2015-04-11,65.0,86.0,5.0,3.0,51.5
2015-04-12,75.0,81.0,5.0,5.0,55.7
2015-04-13,76.0,67.0,8.0,4.0,54.2
2015-04-14,67.0,67.0,10.0,6.0,50.5
2015-04-15,69.0,69.0,10.0,4.0,51.7
2015-04-16,74.0,78.0,9.0,4.0,55.7
2015-04-17,71.0,81.0,8.0,4.0,54.5
2015-04-18,66.0,82.0,8.0,4.0,52.2
2015-04-19,73.0,60.0,7.0,6.0,51.2
2015-04-20,64.0,48.0,10.0,6.0,45.2
2015-04-21,66.0,66.0,10.0,5.0,49.7
2015-04-22,74.0,79.0,10.0,7.0,56.5
2015-04-23,77.0,85.0,8.0,4.0,58.3
2015-04-24,77.0,85.0,6.0,5.0,57.8
2015-04-25,82.0,61.0,7.0,5.0,55.8
2015-04-26,78.0,77.0,8.0,8.0,57.6
2015-04-27,74.0,66.0,9.0,4.0,53.3
2015-04-28,59.0,74.0,10.0,8.0,48.1
2015-04-29,63.0,61.0,10.0,5.0,47.2
2015-04-30,67.0,60.0,10.0,3.0,48.8
2015-05-01,70.0,60.0,10.0,2.0,50.2
2015-05-02,71.0,58.0,10.0,4.0,50.5
2015-05-03,71.0,67.0,10.0,6.0,52.5
2015-05-04,75.0,71.0,10.0,8.0,55.5
2015-05-05,75.0,77.0,6.0,7.0,55.4
2015-05-06,79.0,74.0,8.0,8.0,57.5
2015-05-07,78.0,81.0,9.0,9.0,58.8
2015-05-08,76.0,88.0,5.0,6.0,57.7
2015-05-09,79.0,79.0,7.0,9.0,58.3
2015-05-10,82.0,71.0,9.0,10.0,58.9
2015-05-11,74.0,78.0,7.0,5.0,55.2
2015-05-12,67.0,91.0,8.0,5.0,54.6
2015-05-13,67.0,97.0,5.0,4.0,54.8
2015-05-14,78.0,83.0,6.0,5.0,57.9
2015-05-15,72.0,87.0,8.0,4.0,56.2
2015-05-16,77.0,79.0,9.0,9.0,57.9
2015-05-17,75.0,83.0,6.0,5.0,56.4
2015-05-18,81.0,77.0,9.0,5.0,59.1
2015-05-19,82.0,73.0,8.0,8.0,58.8
